17	1644	4415	908	298	559	955	74	1258	177	229	228	9	144	451.84000000002584	1355	709	1618	874	778	3.439864099660249
75	3591	4	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0	2	0	0	8.0
92	3829	18	4	0	0	0	7	2	0	0	0	2	2	1.0800000000000003	0	0	6	4	4	4.555555555555555
101	4664	10	1	0	1	3	4	0	0	1	0	0	0	0.8899999999999999	0	0	3	1	0	3.1
151	1534	3	0	0	0	0	0	3	0	0	0	0	0	0.18	0	0	0	0	0	4.0
307	4999	3	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	2	0	0	7.0
430	4882	8	2	0	0	0	2	0	0	0	0	2	0	0.31	0	0	2	2	0	7.75
487	1237	4	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	11.5
553	4965	1	0	0	0	0	1	0	0	0	0	0	0	0.08	1	0	1	0	0	3.0
565	1948	1	0	1	0	0	0	0	0	0	0	0	0	0.41	1	0	1	0	0	0.0
896	908	2	0	0	0	2	0	0	0	0	0	0	0	0.22	2	0	2	0	0	2.0
923	2520	2	0	0	0	2	0	0	0	0	0	0	0	0.22	0	0	0	0	0	2.0
1224	5519	9	2	0	0	0	0	0	0	0	0	0	0	0.22499999999999998	0	0	0	0	0	9.0
1264	3980	2	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	8.0
1278	2427	532	9	0	3	2	2	0	0	0	2	0	0	14.685000000000077	11	4	20	9	5	9.712406015037594
1283	1702	2	2	0	0	0	0	0	0	0	0	0	0	0.1	0	0	2	2	2	5.0
1342	3697	4	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	9.5
1347	216	11	3	0	2	0	2	0	0	0	0	0	0	0.655	2	0	3	1	0	6.181818181818182
1357	5836	56	0	0	0	0	0	1	0	0	0	0	0	1.5099999999999998	0	0	0	0	0	7.732142857142857
1358	3720	90	0	0	0	0	0	14	0	0	0	0	0	4.454999999999996	0	0	0	0	0	5.1
1364	5646	26	0	0	0	0	0	0	0	0	0	0	0	0.6900000000000003	0	0	0	0	0	8.384615384615385
1425	3401	167	21	2	8	28	63	22	0	2	3	4	8	13.44500000000001	11	7	33	21	14	3.562874251497006
1427	1644	44	0	0	0	0	0	0	0	0	0	0	0	1.1900000000000004	0	0	0	0	0	8.977272727272727
1431	1909	7	0	0	0	0	0	0	0	0	0	0	0	0.215	0	0	2	0	0	8.428571428571429
1447	1816	2	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	2	0	0	6.0
1691	4438	18619	8942	16	16714	844	814	12	10	8310	328	228	3	2846.0099999997424	11289	4013	16943	8749	1146	1.2122562973306836
1800	1171	18	0	0	0	0	0	0	0	0	0	0	0	0.5500000000000002	0	0	2	0	0	7.0
1844	5337	25	6	0	0	17	4	2	0	0	6	0	0	2.4100000000000006	2	2	9	6	0	2.56
2044	1644	2	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	7.0
2083	2112	5	0	0	0	0	0	1	0	0	0	0	0	0.15999999999999998	0	0	1	0	0	7.2
2086	4511	10	0	0	0	2	0	0	0	0	0	0	0	0.4600000000000001	2	0	2	0	0	7.0
2102	2330	1	1	0	0	0	0	0	0	0	0	0	0	0.05	0	0	1	1	1	5.0
2119	1659	4	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	9.0
2183	1241	4	0	2	0	0	0	0	0	0	0	0	0	0.87	4	0	4	0	0	4.0
2361	4398	18	2	0	0	0	2	0	0	0	0	2	0	0.5600000000000002	2	2	2	2	2	8.666666666666666
2384	4791	52	2	5	4	2	2	0	2	0	0	0	0	4.044999999999998	11	2	13	2	0	6.269230769230769
2403	4080	21	0	0	0	0	0	0	0	0	0	0	0	0.5750000000000002	0	0	0	0	0	7.857142857142857
2446	929	2	0	0	0	2	0	0	0	0	0	0	0	0.22	0	0	0	0	0	2.0
2484	3049	5	0	3	0	0	0	0	0	0	0	0	0	1.3099999999999998	3	0	3	0	0	2.4
2503	1615	1	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	6.0
