17	1644	4415	908	298	559	955	74	1258	177	229	228	9	144	451.8400000000235	1355	709	1618	874	778	3.439864099660249
75	3591	4	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0	2	0	0	8.0
92	3829	18	4	0	0	0	7	2	0	0	0	2	2	1.08	0	0	6	4	4	4.555555555555555
101	4664	10	1	0	1	3	4	0	0	1	0	0	0	0.8899999999999999	0	0	3	1	0	3.1
122	4836	2	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	6.0
151	1534	3	0	0	0	0	0	3	0	0	0	0	0	0.18	0	0	0	0	0	4.0
198	2992	12	0	0	0	2	10	0	0	0	0	0	0	1.0199999999999998	8	0	11	0	0	2.8333333333333335
307	4999	3	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	2	0	0	7.0
430	4882	8	2	0	0	0	2	0	0	0	0	2	0	0.31	0	0	2	2	0	7.75
450	4335	68	9	0	0	0	2	6	0	0	0	2	0	3.1099999999999977	8	6	11	7	7	5.779411764705882
459	4335	6	1	0	0	0	0	3	0	0	0	0	1	0.3	3	1	3	1	0	5.0
461	133	4	0	0	2	0	2	0	0	0	0	0	0	0.48	4	0	4	0	0	2.0
487	1237	4	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	11.5
553	4965	1	0	0	0	0	1	0	0	0	0	0	0	0.08	1	0	1	0	0	3.0
565	1948	1	0	1	0	0	0	0	0	0	0	0	0	0.41	1	0	1	0	0	0.0
896	908	2	0	0	0	2	0	0	0	0	0	0	0	0.22	2	0	2	0	0	2.0
923	2520	2	0	0	0	2	0	0	0	0	0	0	0	0.22	0	0	0	0	0	2.0
936	1090	2	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	10.0
939	3576	250	7	0	0	20	0	19	0	0	2	0	0	11.744999999999983	23	6	28	7	4	5.616
1051	785	3	3	0	0	0	0	0	0	0	0	0	0	0.12	3	3	3	3	0	6.0
1052	785	3	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	3	0	0	7.0
1057	800	2	2	2	0	0	0	0	2	0	0	0	0	0.82	2	2	2	2	0	0.0
1139	745	2	0	0	0	0	2	0	0	0	0	0	0	0.16	0	0	2	0	0	3.0
1224	5519	9	2	0	0	0	0	0	0	0	0	0	0	0.22499999999999998	0	0	0	0	0	9.0
1227	3984	45	2	0	0	0	0	0	0	0	0	0	0	1.1450000000000002	0	0	4	0	0	8.488888888888889
1264	3980	2	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	8.0
1278	2427	532	9	0	3	2	2	0	0	0	2	0	0	14.68500000000008	11	4	20	9	5	9.712406015037594
1283	1702	2	2	0	0	0	0	0	0	0	0	0	0	0.1	0	0	2	2	2	5.0
1342	3697	4	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	9.5
1347	216	11	3	0	2	0	2	0	0	0	0	0	0	0.6550000000000001	2	0	3	1	0	6.181818181818182
1357	5836	56	0	0	0	0	0	1	0	0	0	0	0	1.5099999999999996	0	0	0	0	0	7.732142857142857
1358	3720	90	0	0	0	0	0	14	0	0	0	0	0	4.454999999999994	0	0	0	0	0	5.1
1364	5646	26	0	0	0	0	0	0	0	0	0	0	0	0.6900000000000004	0	0	0	0	0	8.384615384615385
1425	3401	167	21	2	8	28	63	22	0	2	3	4	8	13.445000000000016	11	7	33	21	14	3.562874251497006
1427	1644	44	0	0	0	0	0	0	0	0	0	0	0	1.19	0	0	0	0	0	8.977272727272727
1431	1909	7	0	0	0	0	0	0	0	0	0	0	0	0.215	0	0	2	0	0	8.428571428571429
1447	1816	2	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	2	0	0	6.0
1463	1615	24	0	0	0	0	0	0	0	0	0	0	0	0.6800000000000004	0	0	0	0	0	10.916666666666666
1464	1772	6	0	0	0	0	0	0	0	0	0	0	0	0.21000000000000002	0	0	0	0	0	6.666666666666667
1495	2822	2	0	0	0	0	2	0	0	0	0	0	0	0.16	2	0	2	0	0	3.0
1539	5743	4	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	9.0
1541	1132	2	0	0	0	2	0	0	0	0	0	0	0	0.22	0	0	0	0	0	2.0
1551	3020	2	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	11.0
