2	33880
2	20996
2	96240
2	112127
2	101191
2	123830
2	61346
2	20119
2	39341
2	97594
2	69345
2	61560
2	53300
2	96103
2	11244
2	86475
2	61329
2	123482
2	94956
2	6441
2	98356
2	70420
2	30369
2	48598
2	88530
2	85746
2	55903
2	78565
2	70217
2	90795
2	11256
2	116506
2	108800
2	72916
2	66997
2	111144
2	75523
2	31340
2	37408
2	52922
2	107528
2	61157
2	42853
2	11105
2	53365
2	125354
2	65319
2	91135
2	18346
2	62367
2	43336
2	49207
2	55269
2	88530
2	67022
2	87184
2	121764
2	78565
2	47203
2	23954
2	10712
2	61019
2	29976
2	66522
2	52995
2	78681
2	123825
2	86060
2	74263
2	42834
2	39980
2	41873
2	71952
2	73965
2	110487
2	65732
2	34230
2	43567
2	12080
2	36674
2	17417
2	86475
14	78565
14	37947
14	53593
14	71926
14	24469
14	48733
14	61317
14	12740
14	37190
14	110534
14	50202
14	74353
14	43257
14	60227
14	35607
14	82229
14	97608
14	84482
14	88578
14	108486
14	111144
14	28579
14	107389
14	54792
14	78565
14	124494
14	89992
14	11282
14	56983
14	107389
14	74918
14	90261
14	74918
14	124048
14	98895
14	33417
14	86074
14	88087
14	78697
14	17474
14	97594
14	52995
14	28177
14	43378
14	50202
14	88530
14	67483
14	67483
14	120781
14	63187
14	31541
14	12076
14	77623
14	51839
14	85240
14	49274
14	47237
14	105359
14	87372
14	38584
14	1306
14	86060
14	91304
14	45042
14	32892
14	59925
14	81258
14	63924
14	97245
14	35794
14	63924
14	107389
14	53316
14	96373
14	56463
14	67494
14	11125
14	32750
14	52879
14	56689
14	83853
14	110719
14	60434
14	67500
14	20139
14	59952
14	39734
14	78565
14	96941
14	53573
14	110534
14	122745
14	60758
14	133038
14	95981
14	35961
14	107528
14	92797
14	38146
14	67520
14	78648
14	102017
14	37018
14	33417
14	54178
14	64510
14	61019
15	99005
15	115650
15	32892
15	101420
15	132772
15	102731
15	97171
15	17847
15	73953
15	21334
15	91465
15	31658
15	26218
15	74353
15	4699
15	32088
15	120472
15	15355
15	13406
15	12705
15	64552
15	13247
15	5871
15	35746
15	28579
15	74026
15	18602
15	32892
15	115978
15	100991
15	38551
15	67551
15	44782
15	66613
15	17878
15	48626
15	124242
15	54957
15	123500
15	57128
15	33242
15	44516
15	23321
15	74353
15	20380
15	121341
15	24478
15	74753
15	12508
15	34862
15	74353
15	56319
15	103736
15	71706
15	64721
15	109441
15	16919
15	17878
15	64721
15	52433
15	97864
15	63464
15	79017
15	36971
15	53365
15	17878
15	110880
15	120999
15	24507
15	6382
15	86184
15	47388
15	125198
15	73028
15	52433
15	60747
15	4913
15	60639
15	86840
15	38550
15	80260
15	67831
15	8144
15	30324
15	120740
15	17878
15	24547
15	13447
15	35229
15	26095
15	15355
15	77537
15	44461
15	30324
15	72536
15	131875
15	32892
15	30369
15	36971
15	70427
15	119097
16	97692
16	82879
16	37607
16	76448
16	116808
16	55612
16	107552
16	40468
16	100666
16	85699
16	35607
16	119763
16	119763
16	73206
16	120749
16	53300
16	89992
16	73206
16	51673
16	62766
16	68190
16	79859
16	11227
16	38964
16	38964
16	38964
16	38964
16	38964
16	50051
16	11227
16	58417
16	12524
16	57542
16	38964
16	81704
16	27582
16	61317
16	127468
16	24920
16	11206
16	51457
16	39113
16	50051
16	47474
16	51669
16	96356
16	12291
16	60032
16	20892
16	110254
16	87349
16	32703
16	32703
16	4601
16	28600
16	11074
16	72577
16	112316
16	24439
16	79421
16	68738
16	100205
16	85350
16	84180
16	74936
16	42044
16	109588
16	119188
16	62425
16	4601
16	26590
16	74779
16	28378
16	54859
16	107011
16	53828
16	107011
16	91222
16	59022
16	61584
16	100666
16	14564
16	111917
16	55905
16	71919
16	4786
16	6579
16	108147
16	8115
16	11206
16	15484
16	74781
16	15682
16	27949
16	38378
16	111116
16	99508
16	51669
16	11154
16	84608
16	100339
16	65242
16	107431
16	133468
16	48598
16	38619
16	114571
16	52680
25	83230
25	3284
25	66828
25	66014
25	17878
25	66014
25	25955
25	101935
25	100210
25	67831
25	44179
25	17878
25	63184
25	97973
25	6253
25	66572
25	30796
25	66572
25	86896
25	85394
25	106515
25	125273
25	28889
25	74353
25	13406
25	29816
25	82652
25	46991
25	6950
25	74353
25	120801
25	74026
25	58999
25	76838
25	27068
25	82685
25	82696
25	82696
25	42665
25	43151
